#origin #RMSD #repl-origin
---- 0.000 ----
9g6j 0.221 ----
---- 0.000 ----
9qeg 0.202 ----
9o3j 0.213 ----
9m86 0.206 5aj0
9j8p 0.231 7l20
6je4 0.242 5ydt
9l5s 0.217 ----
---- 0.000 ----
9q87 0.213 ----
3m4o 0.251 3gtg
9gux 0.241 ----
4v6x 0.220 ----
9i05 0.230 8z1f
9ij5 0.249 7u2a
7phc 0.201 4v5j
9bdn 0.213 ----
9gr1 0.214 9cet
9b0w 0.228 ----
9dts 0.208 6p5j
7qep 0.239 9g6j
8bsi 0.257 6zj3
9ggr 0.206 8k82
8cku 0.242 6gqb
---- 0.000 ----
8g7r 0.222 5wfs
8xi2 0.231 ----
7abz 0.215 ----
1hys 0.209 4v8c
2du4 0.203 ----
9o3h 0.265 1qrt
9g6k 0.217 5t2a
7uph 0.298 ----
8pk0 0.208 ----
---- 0.000 ----
---- 0.000 ----
6lss 0.205 8hu1
9nlj 0.216 7d6z
---- 0.000 ----
7qi6 0.264 7pwo
9g9e 0.237 9g9j
4v8m 0.333 4v7i
9j9i 0.218 6by1
---- 0.000 ----
4v4g 0.292 7jqq
---- 0.000 ----
6tz2 0.276 4v6n
4v8m 0.342 7ph9
---- 0.000 ----
7st2 0.229 6q9a
4v8p 0.328 ----
2w2h 0.284 ----
9hqv 0.254 7phb
2asb 0.263 4krf
4v65 0.346 8yih
---- 0.000 ----
---- 0.000 ----
4v91 0.335 ----
1qrt 0.201 1qrs
5imq 0.287 3j6y
6kuk 0.259 6ajk
7oif 0.224 7a5j
6olg 0.224 ----
8rxh 0.284 6ltr
---- 0.000 ----
9k0z 0.226 ----
9cet 0.211 8vft
6wd8 0.224 6wd4
8xmd 0.222 ----
9cet 0.269 8rm5
4v4y 0.336 2du4
---- 0.000 ----
7lh5 0.314 ----
5it7 0.250 8ifd
6zvk 0.327 ----
4v7j 0.247 4v8x
---- 0.000 ----
9o3l 0.212 ----
1ttt 0.345 3g4s
6yef 0.228 ----
---- 0.000 ----
4v9l 0.219 4v9m
7ssw 0.259 3izz
---- 0.000 ----
4v5a 0.234 ----
7a5h 0.265 3jcs
4v70 0.234 3wc2
8t3d 0.203 ----
---- 0.000 ----
4v4x 0.226 ----
4v6f 0.257 4v6g
---- 0.000 ----
7o5b 0.219 3v7e
5t2a 0.286 ----
5gak 0.285 8utj
5lmn 0.278 6gsj
6j4w 0.312 5xbl
3j6y 0.220 6kwq
---- 0.000 ----
5tcu 0.252 5kpx
4wsd 0.275 ----
9ere 0.237 5lzz
6wrs 0.249 ----
8hl5 0.346 1ysh
4v69 0.296 ----
5uyl 0.200 5uyk
1ysh 0.294 8g6w
8fzh 0.228 ----
4v4y 0.266 6qnq
8fzr 0.211 ----
9i05 0.227 7phc
---- 0.000 ----
9mtr 0.200 4v8x
---- 0.000 ----
7ug7 0.233 ----
9h0l 0.289 ----
6t7i 0.243 6frk
4v6p 0.256 4v6s
9mor 0.261 ----
---- 0.000 ----
---- 0.000 ----
9qt5 0.256 8gna
---- 0.000 ----
7st2 0.293 5kpx
4v8m 0.373 4v7l
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
3l3c 0.336 4pkd
4u4o 0.357 5lzy
9n5e 0.216 ----
7asm 0.258 1mji
6oig 0.239 ----
6om7 0.220 4ug0
---- 0.000 ----
4kr6 0.267 9ax8
4v6z 0.253 ----
4v4z 0.293 4v4x
8jtr 0.236 3j81
8him 0.313 ----
---- 0.000 ----
4woi 0.289 4w2i
3g8t 0.306 8scb
6g90 0.282 1efw
4ug0 0.247 5t2c
4v61 0.249 8qcq
6o8x 0.214 ----
---- 0.000 ----
4v6f 0.280 4v6g
5wtk 0.316 ----
4v8y 0.342 4tub
9g9g 0.268 9g9h
7nhk 0.237 6spb
7o5b 0.305 8ud4
8btd 0.240 8fr8
6o8y 0.202 9ua2
---- 0.000 ----
6n1d 0.273 ----
7nqh 0.250 7qgg
1d6k 0.333 4v72
9njf 0.238 7y82
9mor 0.273 6m62
---- 0.000 ----
4rmo 0.235 ----
---- 0.000 ----
4v7l 0.340 5ndj
8fzd 0.320 5nrl
3pip 0.229 3pio
4u56 0.233 9f58
8z9c 0.233 ----
4wqf 0.214 8cf5
9asp 0.222 7oh3
9hqv 0.219 3g96
---- 0.000 ----
9ndp 0.265 7paq
3v11 0.241 5jb3
5wti 0.303 ----
8wfx 0.309 7b5k
5lmt 0.355 6b4v
6wd1 0.253 6wdc
8ube 0.310 9b0q
9gbw 0.256 9gbz
---- 0.000 ----
6o97 0.284 ----
4v7i 0.280 6oig
8hl2 0.357 2iy5
5oa3 0.269 8pj3
---- 0.000 ----
---- 0.000 ----
2yu9 0.353 7nhl
3jap 0.244 6gsn
3r9x 0.392 8vio
---- 0.000 ----
8yuo 0.223 8qoa
---- 0.000 ----
5wfs 0.365 3jce
8ux8 0.243 ----
8cgd 0.228 ----
8j3r 0.216 ----
4v8z 0.397 ----
6q95 0.240 4rqe
---- 0.000 ----
7oma 0.203 ----
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
8btr 0.326 4v91
---- 0.000 ----
7ph9 0.246 8y37
---- 0.000 ----
7ph9 0.256 ----
8g38 0.244 9iot
9n2c 0.213 ----
5ndj 0.231 6woo
8vsa 0.309 6x4w
2r92 0.337 5vt0
3ndb 0.336 3zju
4v7z 0.307 ----
6m62 0.253 7jqq
8x5v 0.241 4lgt
---- 0.000 ----
3ktw 0.272 9o3j
8g7q 0.314 4v6f
8tpu 0.222 ----
9nl5 0.214 ----
6xu8 0.208 ----
9l5t 0.218 7xg0
6s05 0.307 7oht
---- 0.000 ----
2f8t 0.364 ----
4v8c 0.203 4wsm
4v4y 0.283 2nvz
9mq4 0.202 8aye
---- 0.000 ----
3am1 0.379 5xj2
5uyp 0.258 1ob5
8dfv 0.317 6r87
8evp 0.246 ----
6g90 0.326 ----
6k3z 0.302 6k57
---- 0.000 ----
---- 0.000 ----
3a6p 0.331 5mqf
7pi9 0.269 9g6k
5imr 0.237 ----
5j4d 0.290 ----
6zym 0.334 9bdp
7pai 0.235 4wu1
3icq 0.382 4v7m
5uyl 0.276 5uyp
6g90 0.373 4v4y
---- 0.000 ----
9iot 0.207 7ssn
---- 0.000 ----
6orl 0.240 6ost
6b4v 0.243 6wrs
4v9j 0.324 6xjw
7zq6 0.214 5uhc
6rm3 0.243 ----
9mq4 0.250 4tzv
---- 0.000 ----
3ccr 0.214 ----
7pia 0.300 1j2b
7xui 0.309 8vs9
8ove 0.243 8ova
3wc1 0.252 ----
---- 0.000 ----
2e2i 0.387 ----
---- 0.000 ----
4v5l 0.215 4p70
8jdm 0.303 7qtt
6p5n 0.242 ----
7k9e 0.264 ----
4v5l 0.294 ----
---- 0.000 ----
---- 0.000 ----
4v6e 0.247 4v6d
4v8a 0.242 4p70
4v8m 0.362 6vu3
---- 0.000 ----
4m4o 0.289 6uq3
6wdg 0.231 7abz
6gqv 0.261 6ppf
4v7a 0.317 ----
5zet 0.366 ----
4qil 0.339 5lzd
7zp8 0.340 2wwa
---- 0.000 ----
3rzd 0.331 3s1n
8bh4 0.275 6gzq
8hkz 0.211 6ff4
---- 0.000 ----
7dwh 0.325 ----
7o81 0.267 9fi8
9buu 0.293 9but
---- 0.000 ----
---- 0.000 ----
6wdg 0.261 ----
7jsw 0.332 9l5t
7jsw 0.265 7nhm
---- 0.000 ----
4v9h 0.230 4v90
6nta 0.207 ----
9hvo 0.243 5mlc
5l3p 0.251 4v7d
7pkq 0.332 4v4j
3jce 0.291 8bf7
7sso 0.297 7mt7
---- 0.000 ----
7asn 0.362 ----
7ss9 0.257 7s4v
---- 0.000 ----
4v4x 0.230 4v4z
4v91 0.371 ----
5tcu 0.366 8ost
9i05 0.237 8uti
---- 0.000 ----
2lup 0.336 6wd8
7ug7 0.308 3eph
8upo 0.339 ----
3foz 0.370 ----
---- 0.000 ----
---- 0.000 ----
9cmp 0.234 ----
---- 0.000 ----
---- 0.000 ----
6by1 0.328 ----
6q97 0.250 ----
4wzo 0.258 6cae
6je3 0.274 6je4
7pia 0.245 ----
4v5b 0.390 ----
6id1 0.284 8ro2
8zfi 0.280 8bhp
---- 0.000 ----
8cmj 0.295 8xi2
9b51 0.209 ----
---- 0.000 ----
1sfo 0.229 1r9t
2om7 0.373 1u63
5h1s 0.329 8s8h
6t0u 0.208 6t0s
---- 0.000 ----
4v9i 0.335 ----
4v4p 0.276 ----
4v6s 0.330 4v6n
5tf6 0.325 6ywo
7osm 0.376 6sv4
9mor 0.236 7pjy
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
4w29 0.301 1b23
8ch6 0.239 9qeg
9g06 0.379 ----
5el7 0.369 4v4p
6kwr 0.361 8g6r
6szs 0.256 6ztl
5dm7 0.303 3ftf
5e81 0.313 5el6
---- 0.000 ----
5jte 0.300 7top
6om7 0.339 5aj0
7rr5 0.304 5mc6
7unu 0.263 ----
---- 0.000 ----
4v5g 0.324 9izm
7mt7 0.305 ----
8y2o 0.300 9bdp
9g6k 0.275 7abi
2om7 0.351 4kzz
5dcv 0.349 5do4
5uym 0.245 4bwm
---- 0.000 ----
---- 0.000 ----
2om7 0.393 ----
4wzo 0.354 4v5l
7uoo 0.224 6zym
8dg7 0.217 5ydt
8i0r 0.228 ----
---- 0.000 ----
1y69 0.316 ----
6s12 0.247 ----
7ele 0.304 8h8e
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
2csx 0.309 ----
4v5l 0.201 5iqr
4v8m 0.404 5h1s
7pir 0.348 4v6f
7pha 0.377 6g63
8zh3 0.217 9dpb
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
3j16 0.355 6n8o
3ndb 0.406 6enu
4v6g 0.291 8wfa
5aa0 0.312 5mmm
6mtc 0.257 ----
8ukt 0.277 9asi
1l9a 0.216 ----
6om7 0.289 ----
8fzf 0.253 ----
5wit 0.241 4y4p
7qtt 0.271 7qqq
---- 0.000 ----
4v9b 0.382 8qzs
5vp2 0.296 6nd5
7ssd 0.244 4v6u
9b00 0.326 6gsk
6osq 0.248 ----
7jsw 0.358 9l5s
9bdp 0.345 4v7e
9hqv 0.220 ----
---- 0.000 ----
4v4x 0.202 4v4z
3jcs 0.316 8ud4
4v8b 0.271 4v8c
5imr 0.364 4p3e
5zep 0.362 2e2i
7abi 0.383 7s0s
8h6e 0.438 1mj1
3izy 0.367 4lfz
7nrc 0.278 ----
---- 0.000 ----
---- 0.000 ----
5ibb 0.387 8q7z
5ot7 0.317 9kor
6bz7 0.220 6oxa
6wd3 0.308 4v5e
7nsp 0.292 3jce
7pi8 0.320 7pan
---- 0.000 ----
2ja7 0.344 2ja5
4v7a 0.223 4v75
4v9m 0.394 ----
7pit 0.295 8yus
9njv 0.244 6bz7
---- 0.000 ----
---- 0.000 ----
4v4t 0.315 ----
5el4 0.289 4wt1
6xa1 0.389 5ndj
7p7u 0.262 8bgh
7pkt 0.227 6lu8
8bsj 0.279 ----
8g6y 0.304 8gwb
---- 0.000 ----
---- 0.000 ----
3nmu 0.400 4v6s
4v73 0.335 4v6v
8y0u 0.238 5ndw
9ij3 0.219 7pkt
---- 0.000 ----
3e2e 0.336 7aav
4v4z 0.273 4v4x
5iqr 0.339 9l12
---- 0.000 ----
---- 0.000 ----
5jte 0.324 8ws7
6fkr 0.262 ----
6pig 0.284 7we6
8hl2 0.334 8s1u
8scb 0.253 7nsq
---- 0.000 ----
4v4x 0.255 4v4z
4v7r 0.353 7z4e
6hma 0.264 5lze
6n8o 0.246 5dat
7pic 0.216 7nwh
7st2 0.255 8umf
8bgh 0.202 7s1j
9fxo 0.315 ----
---- 0.000 ----
4v9b 0.324 5uq8
6xz7 0.268 6xzb
7nwg 0.305 ----
8r55 0.315 4v7l
9bdn 0.345 ----
---- 0.000 ----
---- 0.000 ----
4v6y 0.301 6xjq
4v9n 0.219 6boh
5d8b 0.263 ----
6gc0 0.268 ----
7a01 0.380 ----
8pth 0.320 4bw0
8pv8 0.273 6o8w
8tux 0.318 9fcv
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
1qu3 0.204 ----
2csx 0.289 7p7q
4v5b 0.359 6ppk
5tcu 0.210 7pir
6zvk 0.293 ----
7k51 0.346 5uyp
---- 0.000 ----
4ijs 0.337 ----
9dfd 0.207 9dfc
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
4prf 0.231 ----
4v6u 0.272 4v4n
5lks 0.352 ----
6th6 0.212 ----
7jqq 0.359 6swa
7s7c 0.280 8fti
8g7p 0.292 7pao
---- 0.000 ----
3izy 0.364 9m86
4v95 0.338 ----
4v9r 0.209 ----
8b0x 0.294 7k54
8t2y 0.344 9azs
3s1r 0.402 3jce
4v4i 0.346 8yih
4v8x 0.250 4v8u
6wdf 0.298 5uyk
7ac7 0.332 7wm4
7da7 0.360 7m50
8uz3 0.267 7ssw
---- 0.000 ----
---- 0.000 ----
6n1d 0.302 4v9l
8bsj 0.396 5dcv
---- 0.000 ----
---- 0.000 ----
4v7k 0.245 4v8x
6o8y 0.294 8vk7
6w6l 0.221 6om0
8qhu 0.231 8ffy
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
6pj6 0.305 ----
6s12 0.296 ----
9enc 0.338 7ls1
---- 0.000 ----
---- 0.000 ----
---- 0.000 ----
4wqy 0.254 ----
5u9f 0.291 5u9g
5vpp 0.359 ----
5zal 0.307 7pi8
8e29 0.333 5nco
9fq6 0.262 8rqk
---- 0.000 ----
---- 0.000 ----
1o0c 0.286 1exd
4p6f 0.242 4v97
4v7i 0.365 5uq7
4wro 0.313 ----
5imr 0.341 8t5h
5mqf 0.299 5lmt
6nwy 0.310 8t2z
---- 0.000 ----
4lsk 0.212 4lt8
4wr6 0.333 6ahd
5u9f 0.218 6wdf
6r9o 0.349 7ss9
7abg 0.254 8agt
7btb 0.280 6z6j
7pi8 0.301 7nsq
---- 0.000 ----
2ihx 0.311 1aud
3ol6 0.258 ----
5jus 0.267 5juu
5yzg 0.317 8i0w
7lh5 0.363 8t2y
8zgy 0.372 ----
9i05 0.268 6oj2
---- 0.000 ----
---- 0.000 ----
1qzw 0.408 8btr
1sds 0.257 8fru
2deu 0.287 2det
4v5k 0.328 4wqr
6o8y 0.323 7acj
6sj6 0.410 1mj1
6tqo 0.315 9d85
7cxn 0.346 9mor
8g6x 0.276 ----
---- 0.000 ----
4v5b 0.379 3muv
5nd9 0.278 7ot5
8wrv 0.305 6g90
---- 0.000 ----
---- 0.000 ----
3j7r 0.386 8bhn
3zju 0.375 6nd4
